sku,name,price,shop,comments
100057890187,得力(deli)12位金属面板语音计算器 水晶大按键大屏幕财务计算器 办公文具用品 中号 香槟金33560,22.40￥,得力京东自营官方旗舰店,20万+条评价
36948294019,得力（deli）837es系列双电源桌面办公计算器 12位大屏幕桌面计算机 办公文具用品 【经典款】非语音+双电源 837es,10.50￥,斯美奇办公用品专营店,2万+条评价
6083509,得力(deli)D82MS/JD82MS函数科学计算器 240种功能考试计算机(适用于初高中生) 深蓝/深灰,19.90￥,得力京东自营官方旗舰店,50万+条评价
12406102179,得力（deli） 双电源电脑按键计算器 12位大屏横式桌面计算机 财务及银行人员适用 办公用品 经典白【电脑按键 加宽屏幕】,28.80￥,斯美奇办公用品专营店,2万+条评价
61662456401,得力计算器大按键大屏幕语音型计算机真人发音财务会计办公计算器 经典款桌面计算器837es,11.50￥,名乔办公专营店,2万+条评价
10058592746519,希赛 24年网络工程师VIP保障班考试培在线网课教辅【全程网络课堂+全套教材+不过重修】,4688.00￥,希赛教育官方旗舰店,1000+条评价
10041320283221,晨光（MG） 科学计算器多功能工程学生用一建考试专用大学小号便携四年级会计财管考研机器函数计算机考试 【升级款】陶瓷白+螺丝刀,19.80￥,晨光呵晨专卖店,5000+条评价
10112554797148,得力（deli） 双电源桌面办公计算器四年级12位大屏幕桌面小学计算机器财务会计用大屏幕办公用品 【经典款837ES】双电源-配电池,10.70￥,得力永茂专卖店,500+条评价
10091348184916,得力计算器考试专用大学科学计算器多功能公务员大学生考研一建二建会计用初中生三角函数计算机 深蓝 经典款,19.90￥,得力齐达利专卖店,2000+条评价
7088976,得力(deli)JD991CN双电源科学函数计算器 高中/大学教程考研奥数物理竞赛会计考试使用 黑,78.90￥,得力京东自营官方旗舰店,50万+条评价
10091424958892,晨光（M&G）财务计算器大号带语音大按键屏幕太阳能真人发音计算机学生考试会计专用商务办公用品 【电脑按键 财务专用】98133灰色 双电源无语音,25.80￥,晨光办公旗舰店,5000+条评价
10051739290442,希赛网 2024年新版系统分析师计算机软考高级考试在线网课学习视频教程教材模拟真题库课件资料 畅学班学习包【精讲视频+电子资料+在线题库】,498.00￥,希赛教育官方旗舰店,500+条评价
10104640280871,B.O.W航世 太阳能计算器高颜值办公用财务会计计算机器可爱多巴胺大学生用大号键盘按键计算器商用便携 皓月白丨双电源计算器 丨太阳能+电池,35.90￥,航世数码专营店,500+条评价
70604975530,得力（deli） 计算器语音商用计算机会计专用大号多功能计算机器大按键大屏幕办公用品商务办公室 33560防锈金属面板—香槟金,20.60￥,斯美奇办公用品专营店,10万+条评价
10100440283023,函数科学计算器大学生计算机器考试专用考试财管考试专用多功能高考物理高级一建二建考研财务会计用大学考场 黑色/240种函数功能 无规格,9.80￥,俏姿妍文教文化用品专营店,1000+条评价
1630598006,得力（deli）837双电源桌面办公计算器12位大屏幕会计用太阳能学生用财务小号便携桌面计算机 【经典款】非语音+双电源 837es,10.50￥,得力官方旗舰店,10万+条评价
100011073704,晨光(M&G)文具语音型计算器 水晶按键桌面计算机 学生/办公通用12位大屏幕计算器 银色单个装ADG98101,23.90￥,晨光京东自营官方旗舰店,20万+条评价
41389821132,希赛 24年VIP保障班系统规划与管理师软考高级考试网课教材【在线课程+全套教材+临考冲刺+视频】,7088.00￥,希赛教育官方旗舰店,200+条评价
10095753060759,计算器高颜值女神大学生办公室用多功能柔性键盘财务会计计算机器可爱网红款商用桌面大号机械按键 【渐变绿】柔性键盘计算器,19.90￥,锐耀办公专营店,500+条评价
7302251,得力(deli)大屏金色面板语音计算器 学生/财务办公 12位显示真人语音计算机 办公文具用品 大号 27559,29.90￥,得力京东自营官方旗舰店,20万+条评价
6077360,得力(deli)D82MS/JD82MS函数科学计算器 240种功能考试计算机(适用于初高中生) 学习用品纯白,19.90￥,得力京东自营官方旗舰店,50万+条评价
10111124959077,计算器方糖语音高颜值专用可爱学生办公计算机会计财务会计便携双电源计算器太阳能会计专用计算器小号便携 小号透明白色 一个,4.99￥,京喜自营官方店,5000+条评价
10103098690193,办公语音桌面计算机财务计算器会计专用大号太阳能性价比经典款学生考试经济适用得力同款晨光同款卡西欧同款 【太阳能非语音款】粉色,8.50￥,京喜自营官方店,1000+条评价
41389292683,希赛 25年高项VIP保障班信息系统项目管理师考证培训课程教材真题【在线课程+全套教材+真题+视频】,6188.00￥,希赛教育官方旗舰店,1000+条评价
100012986754,晨光(M&G)文具837语音型计算器 桌面办公计算机 学生12位显示大屏幕通用计算机 单个装ADG98838,17.90￥,晨光京东自营官方旗舰店,20万+条评价
100115250580,晨光（M&G）函数计算器82MS莫兰迪黑ADG981H3学生考试科学计算器专用大学生一建二建考研初中生多功能中高考函数计算机器会计,17.90￥,晨光（M&G）文具京东自营专卖店,2000+条评价
100033423665,得力(deli)双电源计算机 12位数大屏幕桌面计算器 学生四年级计算器 办公用品 白色TE837C,17.90￥,得力京东自营官方旗舰店,300万+条评价
10100440283024,函数科学计算器大学生计算机器考试专用考试财管考试专用多功能高考物理高级一建二建考研财务会计用大学考场 纯净白/240种函数功能 无规格,10.80￥,俏姿妍文教文化用品专营店,1000+条评价
10074596426235,得力（deli）学生考试科学计算器大学生一建二建考研初中生用考场专用函数计算机多功能机器金融会计注会 黑色+4件套,19.90￥,得力麦多专卖店,5万+条评价
10058593129975,希赛 2025年计算机软考高级【信息系统项目管理师】考证学习辅导培训高项在线课程视频教材真题库教程 无忧班学习包+官方教材 信息系统项目管理师,1158.00￥,希赛教育官方旗舰店,200+条评价
565333,【开学必备】信发（TRNFA) FA-82MS-1 科学函数计算器 学生用计算器,16.90￥,信鹏发京东自营旗舰店,2万+条评价
100005087952,得力(deli)12位财务商超通用语音计算机 桌面语音计算器 学生/办公口算 黑色1502,23.90￥,得力京东自营官方旗舰店,20万+条评价
10079937103438,多巴胺色系高颜值计算器女神柔性机械键盘网红款办公室用财务会计算机大学生迷你可爱女生小型便携 【柔性彩虹按键】粉紫款,15.80￥,锐耀办公专营店,5000+条评价
31855770547,得力（deli）12位计算器带真人语音款带声音商用计算机会计专用多功能大按键大屏幕办公用品【带电池】 【高性价比】雅致银中号 77550,19.90￥,得力官方旗舰店,5万+条评价
100009575546,卡西欧(CASIO) FX-82ES PLUS A-2 函数科学计算器学生考试日常学习智黑 大学高中初中学生适用,68.00￥,卡西欧计算器京东自营官方旗舰店,去看二手条评价
10046460926225,Canon佳能计算器大屏幕大号太阳能12位数简约会计财务用商务型办公电子计算机 LS-100H,51.00￥,凯迪鑫发办公专营店,67条评价
10090231540659,晨光（M&G）科学计算器大学生考试多功能初中高中生高考函数计算机器办公用计算器 240种计算功能 （白色）升级大屏,21.50￥,晨光办公旗舰店,1000+条评价
100047386152,得力(deli)双电源计算机 12位数大屏幕桌面计算器 学生四年级计算器 办公用品 粉色TE837C,17.90￥,得力京东自营官方旗舰店,300万+条评价
100081813978,三木(SUNWOOD)函数科学计算器 240种功能考试计算机(适用于初高中生) EC-82MS 暮蓝,17.80￥,三木京东自营官方旗舰店,2000+条评价
10023252332725,得力（deli）学生考试科学计算器大学生一建二建考研初中生用考场专用函数计算机多功能机器金融会计注会 【时尚款屏幕加大30%】白色 赠6件礼+贴纸,22.40￥,得力麦多专卖店,5万+条评价
10030417418538,得力计算器考试专用大学科学计算器多功能公务员大学生考研一建二建会计用初中生三角函数计算机 白色 大屏幕,22.40￥,得力齐达利专卖店,2000+条评价
10043281002613,卡西欧（CASIO） 语音计算器真人发音超市商场适用12位台式财务计算机商用 DY-120 RD（5号电池*2+中性笔+防尘膜）,79.00￥,凯迪鑫发办公专营店,500+条评价
10111124959059,计算器方糖语音高颜值专用可爱学生办公计算机会计财务会计便携双电源计算器太阳能会计专用计算器小号便携 小号透明紫色 一个,4.99￥,京喜自营官方店,5000+条评价
10067921090244,晨光（MG） 计算器办公用财务专用语音款大号计算机器商用大按键大屏幕可爱真人发音计算机办公室用便携 98837 标朗桌面型,11.50￥,晨光晨华专卖店,200+条评价
10069792594728,得力(deli)语音计算器带声音计算机会计大号多功能计算机大按键 【皓月银】真人语音77550,18.97￥,树林办公文具小店,500+条评价
100016321906,得力(deli)时尚款函数计算器 双行LCD大屏显示 240种功能考试计算机(适用于初高中)白1700,22.90￥,得力京东自营官方旗舰店,50万+条评价
10096225583851,高颜值透明计算器女神专用计算机办公室用网红小型大学生用记算机器女生财务会计商用桌面机械按键 【乌梅紫酱】贈电池,17.80￥,锐耀办公专营店,1000+条评价
10063567559936,希赛网 2024年计算机软考中级电子商务设计师考试培训视频教材课件资料模拟真题库在线网课 畅学班学习包【精讲视频+电子讲义资料+在线题库】 电子商务设计师,398.00￥,希赛教育官方旗舰店,35条评价
10073826524452,晨光（MG）糖果色便携款计算器 可爱小巧 12位数宽屏桌面计算机 学生/财务计算办公文具用品 森林绿（赠1枚7号电池）,16.50￥,晨光晨耀专卖店,1000+条评价
100055408613,得力(deli)D82MS函数科学计算器 240种功能考试计算机(适用于初高中生)  学习用品 浅粉,19.90￥,得力京东自营官方旗舰店,50万+条评价
659830,广博(GuangBo)双电源太阳能/电池计算器大屏幕桌面办公计算机NC-837,11.00￥,广博京东自营官方旗舰店,10万+条评价
100055408611,得力(deli)D82MS函数科学计算器 240种功能考试计算机(适用于初高中生) 学习用品 浅蓝,19.90￥,得力京东自营官方旗舰店,50万+条评价
29168235167,得力（deli）D82MS 经典函数计算器学生文具多功能科学计算机考试 开学推荐 深蓝 中小学生函数计算器 D82MS,19.90￥,得力官方旗舰店,2000+条评价
1091630,【全网低价】得力(deli)双电源桌面办公计算器 12位大屏幕桌面计算机 办公文具用品 837ES,10.70￥,得力京东自营官方旗舰店,300万+条评价
7088816,得力(deli)大屏金色面板语音计算器 学生/办公口算 12位显示真人语音计算机 办公文具用品 中号 27560,23.90￥,得力京东自营官方旗舰店,20万+条评价
100015598926,晨光(M&G)文具双电源电脑按键计算器 12位大屏桌面计算机(财务及银行人员适用) 办公用品 单个装ADG98133,27.80￥,晨光京东自营官方旗舰店,20万+条评价
100014710762,晨光(M&G)文具双电源计算器 太阳能桌面计算机12位大屏幕计算器  办公用品 单个装ADG98837,12.90￥,晨光京东自营官方旗舰店,20万+条评价
100016321798,得力(deli) 时尚款函数计算器 双行LCD大屏显示 240种功能考试计算机(适用于初高中)浅蓝1700,22.90￥,得力京东自营官方旗舰店,50万+条评价
100080536258,得力（deli）圆点高按键时尚计算器 12位数字宽屏显示 高颜值学生四年级计算器 办公用品 学习用品 黄色 TE36,34.90￥,得力京东自营官方旗舰店,300万+条评价
10043281002613,卡西欧（CASIO） 语音计算器真人发音超市商场适用12位台式财务计算机商用 DY-120 RD（5号电池*2+中性笔+防尘膜）,79.00￥,凯迪鑫发办公专营店,500+条评价
1305747,广博(GuangBo)财务计算器太阳能/电池大屏幕电脑按键计算机/办公用品 NC-200GB,27.00￥,广博京东自营官方旗舰店,5万+条评价
1261721,卡西欧(CASIO)超宽计算器DH-12-BK黑色无声 12位双电源  专业计算系列,35.00￥,卡西欧计算器京东自营官方旗舰店,去看二手条评价
100142332214,晨光(M&G)文具 电脑按键语音款计算器 12位大屏显示计算机 财务金融/银行计算专用 ADG98718,45.90￥,晨光京东自营官方旗舰店,20万+条评价
1173636,卡西欧（CASIO） FX-991CNX中文函数科学计算器 物理化学竞赛 大学生 考研,183.00￥,卡西欧计算器京东自营官方旗舰店,去看二手条评价
17625066065,得力（deli） 科学计算器一建考研考试用无存储二建大学生会计注会函数计算机统计初中生高中生学生用 【考试专用】经典款-深蓝色,19.90￥,斯美奇办公用品专营店,5万+条评价
10096929677807,夏普语音计算器EL-G7600大号真人发音音乐计算机财务办公餐饮用大屏办公计算器 【中号】EL-D7600-古铜色,47.53￥,凯迪鑫发办公专营店,17条评价
47007729682,卡西欧（CASIO） 计算器学生用函数多功能科学计算机CPA注会初中大学考试高考FX-82ES 【智黑】函数计算器,65.00￥,锐耀办公专营店,2万+条评价
5022869,得力(deli)双电源电脑按键计算器 12位大屏横式桌面计算机 金融财务/银行计算 办公用品 白色2136,37.00￥,得力京东自营官方旗舰店,20万+条评价
10103721716215,学得乐 双电源计算器办公财务专用太阳能语音款商务会计用品大学学生财管考试专用带语音商用计算机器大屏幕 【财务款】静音双电源/电池,17.80￥,裕丰学生文具专营店,50条评价
10055054777836,晨光 计算器带语音商务办公用品店铺用计算机器大号大按键大屏幕真人发音财务学生会计专用音乐小号便携 语音金属面板中号-香槟金,21.80￥,晨光晨耀专卖店,5000+条评价
10059606348459,得力（deli） 函数计算器 学生科学计算器考试多功能考研会计计算机 1700蓝色（初高中）240种计算功能,23.60￥,得力易得力办公专卖店,1万+条评价
100102052793,宝克（BAOKE）EC6838 彩色语音型计算器 12位数字显示电脑按键宽屏显示 财务办公用品 黄色,17.80￥,宝克京东自营官方旗舰店,100+条评价
65237460050,得力（deli）计算器语音商用计算机会计专用大号多功能计算机器大按键大屏幕办公用品商务办公室 【推荐】77550语音计算器-皓月银,19.60￥,得力麦多专卖店,2000+条评价
10104640280872,B.O.W航世 太阳能计算器高颜值办公用财务会计计算机器可爱多巴胺大学生用大号键盘按键计算器商用便携 星暮紫丨双电源计算器 丨太阳能+电池,35.90￥,航世数码专营店,500+条评价
10059060769,得力（deli）837es双电源计算器 太阳能桌面计算机12位大屏幕计算器 办公用品 837ES 非语音+双电源（送电池）,10.50￥,斯美奇办公用品专营店,2万+条评价
569554,得力(deli)双电源宽屏大号金属面板办公桌面计算器 金融财务计算机 办公文具用品 银灰色1654,30.70￥,得力京东自营官方旗舰店,50万+条评价
10112540600526,人教版同款小学生专用计算器四年级学习数学课本同步计算机多功能办公财会计算 【蓝色】教材同款,11.00￥,锐耀办公专营店,2000+条评价
100117396490,宝克（BAOKE）EC837 彩色桌面计算机12位大屏幕双电源 桌面通用办公时尚计算器 白色 单个装,15.90￥,宝克京东自营官方旗舰店,69条评价
100070033587,得力（deli）轻薄便携计算器 12位数字显示财务/个人计算器 办公/学习用品 TE121白色,23.90￥,得力京东自营官方旗舰店,5万+条评价
10041320283228,晨光（MG） 科学计算器多功能工程学生用一建考试专用大学小号便携四年级会计财管考研机器函数计算机考试 【240种功能】经典黑+螺丝刀,16.90￥,晨光呵晨专卖店,5000+条评价
10054739967384,晨光（M&G） 语音计算器带真人发音计算机大号大按键大屏幕多功能计算机器商务会计专用办公用品 主图同款-语音型98120,22.80￥,晨光菲凡专卖店,1000+条评价
1261714,卡西欧（CASIO）MH-12-BK 小型12位双电源 超宽计算器 黑色 专业计算系列,27.00￥,卡西欧计算器京东自营官方旗舰店,去看二手条评价
100051114362,得力(deli)12位金属面板语音计算器 水晶大按键大屏幕财务计算器 办公文具用品 大号 香槟金1559N,34.90￥,得力京东自营官方旗舰店,20万+条评价
100117396490,宝克（BAOKE）EC837 彩色桌面计算机12位大屏幕双电源 桌面通用办公时尚计算器 白色 单个装,15.90￥,宝克京东自营官方旗舰店,69条评价
10054739967389,晨光（M&G） 语音计算器带真人发音计算机大号大按键大屏幕多功能计算机器商务会计专用办公用品 【人气款】语音款98740,22.60￥,晨光菲凡专卖店,1000+条评价
100061601477,西玛（SIMAA）文具837双电源计算器 太阳能桌面计算机12位大屏幕计算器 办公用品 单个装7088 粉色,16.90￥,西玛京东自营官方旗舰店,1万+条评价
10112540600524,人教版同款小学生专用计算器四年级学习数学课本同步计算机多功能办公财会计算 【紫色】教材同款,9.80￥,锐耀办公专营店,2000+条评价
100080536308,得力（deli）圆点高按键时尚计算器 12位数字宽屏显示 高颜值学生四年级计算器 办公用品 学习用品 白色 TE36,34.90￥,得力京东自营官方旗舰店,300万+条评价
31175908516,伊达时科学计算器函数多功能学生数学统计消防考试专用计算器工程计算机一建二建造价注会财管初中高中计算器 82CN+中文版白色,42.00￥,伊达时官方旗舰店,2000+条评价
10097045944694,SHARP夏普EL-M334小巧便携太阳能办公文具用品计算器学生办公财务商务会计计算机 巧克力色,42.00￥,凯迪鑫发办公专营店,13条评价
10091424958893,晨光（M&G）财务计算器大号带语音大按键屏幕太阳能真人发音计算机学生考试会计专用商务办公用品 【电脑按键 财务专用】981B4白色语音款,34.80￥,晨光办公旗舰店,5000+条评价
10039044979667,晨光（M&G）计算器财务专用语音款大号计算机器商用大按键大屏幕可爱真人发音计算机办公室用便携 【热销款 超大号】98120灰白色/语音款,28.90￥,晨光专卖店,1万+条评价
68378950820,卡西欧（CASIO） fx-991CN X中文版函数科学计算器学生考试专用物理化学竞赛大学计算机 【老款991CN X】黑色+四件套,188.00￥,凯迪鑫发办公专营店,5万+条评价
10026488826135,Casio 卡西欧FX-82ES PLUS A科学函数计算器初高中学生考试适用 黑色+四件套,61.00￥,卡西欧计算器旗舰店,2万+条评价
100069368078,得力（deli）12位数通用语音计算机 桌面语音计算器 财务办公用品 837Y浅黄,29.00￥,得力京东自营官方旗舰店,2000+条评价
100055408591,卡西欧(CASIO) fx-999CNCW科学函数计算器 宋浩老师推荐 fx-991CN升级12大功能大学社会人士学习考研考试白色,193.00￥,卡西欧计算器京东自营官方旗舰店,2万+条评价
100125891286,得力(deli)双电源便携时尚计算器 轻薄机身硅胶按键 学生四年级可爱桌面计算机 学习用品 白色1200,19.90￥,得力京东自营官方旗舰店,5万+条评价
10052004044730,得力（deli）计算器带语音款商用计算机会计专用 大号多功能计算机器大按键大屏幕商务办公室办公用品 77550丨性价比款-皓月银,19.90￥,得力墨子专卖店,1万+条评价
10039044979653,晨光（M&G）计算器财务专用语音款大号计算机器商用大按键大屏幕可爱真人发音计算机办公室用便携 【语音款 财务专用】98718灰白色双电池/语音款,41.40￥,晨光专卖店,1万+条评价
100016321882,得力(deli) 时尚款函数计算器 双行LCD大屏显示 240种功能考试计算机(适用于初高中)浅粉1700,22.90￥,得力京东自营官方旗舰店,50万+条评价
10033793205739,得力（deli）函数科学计算器 无存储考试专用大学生考研一建二建注会考试多功能初高中生三角工程计算机 【考试专用】深灰色,20.00￥,得力墨子专卖店,5000+条评价
10114483751014,CASIO卡西欧新款MX-12B彩色办公财务会计商务型计算器大屏幕小学生用双电源计算机 星际黑,42.00￥,凯迪鑫发办公专营店,6条评价
100047434328,得力(deli)双电源桌面办公计算器 12位大屏幕桌面计算机 办公文具用品 837ES,11.80￥,办公用品直营店,1000+条评价
37165060620,得力（deli） 函数计算器 学生科学计算器考试多功能考研会计计算机 D991CN 白色中文版（大学~）498种计算功能,79.00￥,得力易得力办公专卖店,1万+条评价
100001317634,得力(deli)双电源桌面计算器 12位宽屏财务金融计算器 白色1676,26.50￥,得力京东自营官方旗舰店,300万+条评价
10103098690194,办公语音桌面计算机财务计算器会计专用大号太阳能性价比经典款学生考试经济适用得力同款晨光同款卡西欧同款 【太阳能非语音款】白色,8.50￥,京喜自营官方店,1000+条评价
100057606882,三年二班 多巴胺计算器学生用彩色可爱机械按键计算机器办公室用高颜值财务会计商用 粉色款,25.80￥,三年二班京东自营旗舰店,1万+条评价
10077217709697,Casio卡西欧SX-300太阳能轻巧出差便携计算器HL-4A掌上袖珍型可爱计算机学生用卡片式计算器 SX-220 太阳能商务翻盖款,52.70￥,凯迪鑫发办公专营店,100+条评价
10086686103079,柔性键盘计算器办公室用12位ins女神机械轴语音计算机可爱会计财务考试网红高颜值大学生商用 粉嫩腮红-语音款,32.80￥,锐耀办公专营店,5000+条评价
1876869,卡西欧（CASIO）DX-120B商务计算器 大型机 桌面办公灰色无声款,55.00￥,卡西欧计算器京东自营官方旗舰店,去看二手条评价
10398839722,得力（deli） 计算器语音计算机器 大按键大屏幕财务计算器 办公用品 【钻石银中号】1512语音款（贈电池）,29.70￥,斯美奇办公用品专营店,2万+条评价
100000117424,得力(deli)12位数通用语音计算机 桌面语音计算器 学生/办公口算 黑色837Y,29.00￥,得力京东自营官方旗舰店,5万+条评价
100056714864,西玛（SIMAA）文具837双电源计算器 太阳能桌面计算机12位大屏幕计算器 办公用品 单个装7090 蓝色,16.90￥,西玛京东自营官方旗舰店,1万+条评价
10096903966421,Casio卡西欧DW-200TW金属钢琴烤漆办白领女神网红时尚办公商务太阳能计算器 【无语音】DW-200TW 浓情红,60.00￥,凯迪鑫发办公专营店,32条评价
10026488826136,Casio 卡西欧FX-82ES PLUS A科学函数计算器初高中学生考试适用 白色+四件套,61.00￥,卡西欧计算器旗舰店,2万+条评价
100001317620,得力(deli)双电源桌面计算器 12位宽屏财务金融计算器 黑色1676,26.50￥,得力京东自营官方旗舰店,300万+条评价
2211886,得力(deli)双电源时尚计算器 轻薄机身平板按键桌面计算机 办公用品 白色1589,49.00￥,得力京东自营官方旗舰店,20万+条评价
10111124959057,计算器方糖语音高颜值专用可爱学生办公计算机会计财务会计便携双电源计算器太阳能会计专用计算器小号便携 小号透明绿色 一个,4.99￥,京喜自营官方店,5000+条评价
100047386126,卡西欧（CASIO）fx-991CN CW科学函数计算器fx-991CNX升级款大学生物化生竞赛学习考试上海高考黑色经典,183.00￥,卡西欧计算器京东自营官方旗舰店,去看二手条评价
10026488826135,Casio 卡西欧FX-82ES PLUS A科学函数计算器初高中学生考试适用 黑色+四件套,61.00￥,卡西欧计算器旗舰店,2万+条评价
